caption,filepath,uuid_clean
"Antimora microlepis exhibits an elongated, streamlined body with a dark coloration and smooth texture, resting on a mixed substrate of rocky outcrops and fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/a8b47b61-389d-480a-840e-e10b6737316b_original_jpg.rf.4da28baefb28017be39280230bb895db.jpg,a8b47b61-389d-480a-840e-e10b6737316b
"Cladorhizidae exhibits a branched, sponge-like morphology with a rough texture, while Hippasteria displays a pentagonal shape, both on a rocky substrate covered in sediment.",src/data/Fathomnet-by-Phylum-2/train/images/89f52ffb-4ff2-460d-9534-64df47fdfc65_original_jpg.rf.56ff4eec7bc746efa1e872338a7b6db8.jpg,89f52ffb-4ff2-460d-9534-64df47fdfc65
"Paragorgia arborea exhibits a bushy, fan-shaped morphology with a pink hue and a rough texture, anchored on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/0e959176-7522-417a-92b3-00571c073b13_original_jpg.rf.0b587ddf8fc66497491ca5b2c4e16fab.jpg,0e959176-7522-417a-92b3-00571c073b13
"Synallactes exhibit elongated, soft-bodied morphology with a pale coloration, residing on a rocky substrate interspersed with sediment.",src/data/Fathomnet-by-Phylum-2/train/images/1c8a72dd-2e3f-4f1f-b687-790d589a9dc0_original_jpg.rf.cb4e2f45cbad0fd6c251b2cf9acfbfac.jpg,1c8a72dd-2e3f-4f1f-b687-790d589a9dc0
"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration and smooth texture, resting on a substrate of fine sediment and scattered rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/ff582fb9-e98f-4b9a-83d3-df276f5ab384_original_jpg.rf.8c4917d386ab84981a0223ebe51c77bc.jpg,ff582fb9-e98f-4b9a-83d3-df276f5ab384
"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a rocky substrate characterized by uneven, fragmented surfaces.",src/data/Fathomnet-by-Phylum-2/train/images/2497f725-5471-4879-a6c2-484a402839d9_original_jpg.rf.9cfa59e8c0e1860e6dbd9d6fa9a97490.jpg,2497f725-5471-4879-a6c2-484a402839d9
"Zoantharia exhibit translucent polyps with feathery tentacles on a rocky substrate, while Galatheoidea display pale chelipeds amidst sediment and polyps.",src/data/Fathomnet-by-Phylum-2/train/images/372051d3-ca43-43e6-a8c5-a0c92fb595f3_original_jpg.rf.6b30d2c4b1b87495d30ebdee87ea5c93.jpg,372051d3-ca43-43e6-a8c5-a0c92fb595f3
"Opisthoteuthis cf. californiana exhibits a rounded, gelatinous body with a reddish hue, resting on a substrate of coarse sediment and rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/1bec787f-0fdd-4956-9d74-2aea731011aa_original_jpg.rf.96fefa7c4d0c5b0dc1b488e557755288.jpg,1bec787f-0fdd-4956-9d74-2aea731011aa
"Psychrolutes phrictus exhibits a gelatinous, rounded body with a mottled gray coloration, resting on a substrate of angular rock and sediment.",src/data/Fathomnet-by-Phylum-2/train/images/84f4181e-0d5c-490a-902d-2d4e9d28999d_original_jpg.rf.3081811bc3d58d109cef8cb47da5b586.jpg,84f4181e-0d5c-490a-902d-2d4e9d28999d
"Synallactidae exhibit elongated, soft-bodied forms with a mottled coloration, resting on a substrate of coarse sediment interspersed with smooth, dark rocks.",src/data/Fathomnet-by-Phylum-2/train/images/f3b9348a-8e3f-4205-b358-07f3c588dc66_original_jpg.rf.0dab97d9546119211183e383c217d361.jpg,f3b9348a-8e3f-4205-b358-07f3c588dc66
"Peniagone exhibits a gelatinous, translucent body with a bell shape, resting on a rocky substrate covered in fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/63d4b8de-1fa2-47bf-b13e-80ffc114cb7c_original_jpg.rf.8d277c1cf61b63327f2c815f4d0b2a52.jpg,63d4b8de-1fa2-47bf-b13e-80ffc114cb7c
"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a silvery coloration, resting on a rocky substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/2ea570f9-4688-4fa0-91f2-7b2f6062eaa1_original_jpg.rf.8b86b725005782d4b60b70ae1617711b.jpg,2ea570f9-4688-4fa0-91f2-7b2f6062eaa1
"Parantipathes exhibits a branching, white structure with a rough texture, while Holothuroidea appears elongated and pinkish, both resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/8c0419d9-b33e-4bce-8735-f64b422292c4_original_jpg.rf.5c667de80aaae57f281acca9bc3d9795.jpg,8c0419d9-b33e-4bce-8735-f64b422292c4
"Opisthoteuthis cf. californiana exhibits a rounded, gelatinous body with a reddish hue, textured skin, and is situated on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/865a6253-8bea-4c72-8795-c3e55c85842b_original_jpg.rf.38e68280af5269b6227542d0094ea2bc.jpg,865a6253-8bea-4c72-8795-c3e55c85842b
"Antimora microlepis exhibits an elongated, streamlined body with a dark coloration, resting on a rocky substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/eb3c3820-7268-419c-94f6-c46b0c6316a2_original_jpg.rf.ffb71cc552811e5260c439572af690fe.jpg,eb3c3820-7268-419c-94f6-c46b0c6316a2
"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a grayish coloration and rough texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/40a3cdab-8638-4320-a507-aa42a4b10a0d_original_jpg.rf.b12495353b11ecc0bb6ccda017f1d5c0.jpg,40a3cdab-8638-4320-a507-aa42a4b10a0d
"Munnopsidae exhibit elongated, robust bodies with a smooth texture, typically pale coloration, residing on rocky substrate at 1556.46 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/6fd85010-38ed-4535-8278-f39df1203c58_original_jpg.rf.6c2cb54039f792684b14c02083423193.jpg,6fd85010-38ed-4535-8278-f39df1203c58
"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/4a2934fb-4ae3-4c14-8eaa-7f56dbfc407d_original_jpg.rf.fb000ba49500804b43a8e69cee3f8f63.jpg,4a2934fb-4ae3-4c14-8eaa-7f56dbfc407d
"Hymenaster exhibits a flattened, star-shaped morphology with a pale, translucent coloration and a smooth texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/a8ef7273-acb4-408f-8742-b5bf9a7a2a6c_original_jpg.rf.a3f0b37354c21241992b906b4a242ce3.jpg,a8ef7273-acb4-408f-8742-b5bf9a7a2a6c
"Solmissus exhibits a bell-shaped, translucent body with long, trailing tentacles, suspended in a pelagic environment devoid of solid substrate.",src/data/Fathomnet-by-Phylum-2/train/images/746f8e88-87c3-45bd-994d-0645f0ba3be5_original_jpg.rf.982e4d3ff12b1c8f0f428c42318cd04b.jpg,746f8e88-87c3-45bd-994d-0645f0ba3be5
"Holothuroidea exhibit elongated, soft-bodied morphology with a leathery texture, blending muted browns and greens against a rocky sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/a8580f72-0371-478c-b9a3-1c673da63771_original_jpg.rf.bdb6f24f01a3270373ba4c28c1c60c6d.jpg,a8580f72-0371-478c-b9a3-1c673da63771
"Hymenaster exhibits a star-shaped morphology with a pale coloration, textured surface, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/17dca085-0aa8-47c3-be60-b66c844d5778_original_jpg.rf.302637a8a9075e872e90f267b870b503.jpg,17dca085-0aa8-47c3-be60-b66c844d5778
"Synallactes exhibit elongated, cylindrical bodies with a smooth texture, displaying a pale coloration against a substrate of irregular, rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/9ce237b9-c2f6-487b-9a48-015a0fc82ca7_original_jpg.rf.08008cd10e920198a1593e2a28f12d3a.jpg,9ce237b9-c2f6-487b-9a48-015a0fc82ca7
"Hymenaster exhibits a pentagonal shape, reddish-brown coloration, smooth texture, resting on a substrate of fine sediment interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/7428d7fe-8fbd-4a17-b173-cabe0c648938_original_jpg.rf.0f1ea5bb17039fcb410f09fcc1f03586.jpg,7428d7fe-8fbd-4a17-b173-cabe0c648938
"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a pale coloration, resting on a rugged, rocky substrate at 1710.82m depth.",src/data/Fathomnet-by-Phylum-2/train/images/42885d57-10c6-4cda-ac27-12a023133b24_original_jpg.rf.223a5a670bd780786176e1a4a5ee2e93.jpg,42885d57-10c6-4cda-ac27-12a023133b24
"Pteraster exhibits a pentagonal shape, pale pink color, rough texture, resting on a soft sediment substrate with scattered rocks.",src/data/Fathomnet-by-Phylum-2/train/images/b4fe74b2-b7f1-437d-8db1-a14a15497a2d_original_jpg.rf.b41760b2d6bf7dfc764817fb7aa90062.jpg,b4fe74b2-b7f1-437d-8db1-a14a15497a2d
"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration and smooth texture, swimming above a substrate of fine sediment and scattered rocks.",src/data/Fathomnet-by-Phylum-2/train/images/67aad265-8a88-4275-8e8c-fac22a989d28_original_jpg.rf.5e043edf51fcd655f55c25948330d99c.jpg,67aad265-8a88-4275-8e8c-fac22a989d28
"Opisthoteuthis cf. californiana exhibits a bulbous, gelatinous body with a pale pink hue, hovering above a soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/515be2d2-e6cd-4b6a-9e4a-42503f088388_original_jpg.rf.87876d7e344d588845c18c0b428a8eb0.jpg,515be2d2-e6cd-4b6a-9e4a-42503f088388
"Chrysogorgia pinnata exhibits a branching, fan-like morphology with a pale coloration, soft texture, and is anchored to a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/ced793e4-1030-4df0-852c-affeb09c5134_original_jpg.rf.7c6a959be60bb1b60c32c45ad1f8a44f.jpg,ced793e4-1030-4df0-852c-affeb09c5134
"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration and smooth texture, resting on a rocky substrate with sedimentary features.",src/data/Fathomnet-by-Phylum-2/train/images/b784d58d-9e6d-4d2c-9117-fad7801d8e57_original_jpg.rf.cc3c5cb1ba41cf7c514724d0f209b520.jpg,b784d58d-9e6d-4d2c-9117-fad7801d8e57
"Paragorgia arborea exhibits a branching, tree-like morphology with a pale pink color and a rough texture, situated on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/2993be81-ae0d-4b23-8796-53a394fa2bf8_original_jpg.rf.7b670e9d676a883cfeaacf9bae01efaa.jpg,2993be81-ae0d-4b23-8796-53a394fa2bf8
"Pteraster exhibits a pentagonal shape, pale pink coloration with reddish-brown spots, and a rough texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/c0346466-21e3-4f90-ab36-63a1bf239a2c_original_jpg.rf.8d5319444b9d16b6bc2c7d7875699847.jpg,c0346466-21e3-4f90-ab36-63a1bf239a2c
"Chrysogorgia exhibits a branching, bushy morphology with a pale color and a soft, flexible texture, anchored to a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/95d22136-1a0d-4f30-9c25-b1f2834bb13b_original_jpg.rf.c15483ae08f0eb9e1f7408fbb812328c.jpg,95d22136-1a0d-4f30-9c25-b1f2834bb13b
"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a mottled gray coloration, resting on a substrate of rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/2d3ef085-a4da-4b23-ad77-f136e6f95e72_original_jpg.rf.49b0166d3bc0db5033111f4e362845ce.jpg,2d3ef085-a4da-4b23-ad77-f136e6f95e72
"Synallactidae exhibit elongated, soft-bodied morphology with a pale coloration, resting on a substrate of uneven, rocky sediment interspersed with fine particles.",src/data/Fathomnet-by-Phylum-2/train/images/657104a4-6700-4568-b3a4-fc008faa6896_original_jpg.rf.a3d2d7831c839aae36b5d66b9e2cddaa.jpg,657104a4-6700-4568-b3a4-fc008faa6896
"Paragorgia arborea exhibits a bushy, branching morphology with pale coloration and a rough, textured surface, situated on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/28d8fe07-fb5b-4431-854a-0d4ed60313c8_original_jpg.rf.3df5ab8ef7dba9630ae3945331735dd4.jpg,28d8fe07-fb5b-4431-854a-0d4ed60313c8
"Antimora microlepis exhibits an elongated, streamlined body with a silvery hue, resting on a soft, sedimentary substrate characterized by fine silt and occasional rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/d202db2b-24d3-43a3-9b3c-d45fe02a0ca9_original_jpg.rf.c238b54ae923d672de01a99f6fa4380c.jpg,d202db2b-24d3-43a3-9b3c-d45fe02a0ca9
"Comatulida exhibit feathery arms in various hues, while Synallactes display elongated bodies with a smooth texture, both residing on rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/cdecd3e9-6671-49b8-9afb-fe9be465bef9_original_jpg.rf.8e636dab16ebe853a6c92464cc15f3e2.jpg,cdecd3e9-6671-49b8-9afb-fe9be465bef9
"Paragorgia arborea exhibits a bushy, fan-like structure with a pink hue, anchored to a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/bb9f0d74-051b-4787-a9b0-f283077d273f_original_jpg.rf.4a118470b6dd7695cb82e5c1a431ddbe.jpg,bb9f0d74-051b-4787-a9b0-f283077d273f
"Ceriantharia exhibit elongated, cylindrical polyps with a smooth texture, surrounded by rocky substrate interspersed with fine sediment at 2270 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/cc6cb9aa-b3ac-4a20-a827-8cff61589319_original_jpg.rf.68bcef4090c1f88845a3379d11b58794.jpg,cc6cb9aa-b3ac-4a20-a827-8cff61589319
"Macrouridae exhibit elongated, fusiform bodies with a dark, mottled coloration, resting on a rocky substrate characterized by smooth, consolidated basalt formations.",src/data/Fathomnet-by-Phylum-2/train/images/eddc7371-c7ed-4522-ac82-fe2fbae1a1b1_original_jpg.rf.22a12931bccbeb7824a4353631e3a10a.jpg,eddc7371-c7ed-4522-ac82-fe2fbae1a1b1
"Ceriantharia exhibit elongated, cylindrical polyps with a pale coloration, resting on a soft sediment substrate interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/9c06ea82-3aae-4db5-a712-bf45d8f0bf6e_original_jpg.rf.c2785b58a6b638ca41ad357b50be6f50.jpg,9c06ea82-3aae-4db5-a712-bf45d8f0bf6e
"Opisthoteuthis cf. californiana exhibits a rounded, gelatinous body with a reddish hue, resting on a substrate of coarse sediment and rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/ef21dbef-b552-44f5-847a-e2bb36ee6b7b_original_jpg.rf.c565793d8e8d71d6de790eafb2542afc.jpg,ef21dbef-b552-44f5-847a-e2bb36ee6b7b
"Synallactes exhibit elongated, cylindrical bodies with a smooth texture, displaying muted colors against a substrate of rocky sediment at 2300 meters depth.",src/data/Fathomnet-by-Phylum-2/train/images/07e8edc6-46b0-4aa3-9251-aca3f50b754f_original_jpg.rf.951f70574572dbf0289e4e553a56fd1e.jpg,07e8edc6-46b0-4aa3-9251-aca3f50b754f
"Crossaster borealis exhibits a pentagonal shape, pale coloration, smooth texture, resting on a rocky substrate with dark, uneven surfaces.",src/data/Fathomnet-by-Phylum-2/train/images/309494da-69fe-4a8f-a07f-f1deccb6a251_original_jpg.rf.2dde0177eb538bdd2a8699367d6b595c.jpg,309494da-69fe-4a8f-a07f-f1deccb6a251
"Opisthoteuthis cf. californiana exhibits a rounded, gelatinous body with a vibrant red hue, resting on a substrate of irregular basaltic rocks.",src/data/Fathomnet-by-Phylum-2/train/images/a5188e36-ef01-41bc-9f12-1890c11cb1b9_original_jpg.rf.13ef68e8372e806997e8cdbbba1f8264.jpg,a5188e36-ef01-41bc-9f12-1890c11cb1b9
"Coryphaenoides exhibit elongated, streamlined bodies with a dark coloration, textured scales, resting on a substrate of uneven, coarse sedimentary rocks.",src/data/Fathomnet-by-Phylum-2/train/images/c8433d2b-a9ff-491e-abfe-50e26a89f547_original_jpg.rf.d78e50f4252c8e5ac6f85dcdf71a9380.jpg,c8433d2b-a9ff-491e-abfe-50e26a89f547
"Pannychia exhibits a robust, irregular shape with a dark, textured surface, situated on a substrate of solidified lava and fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/161f160c-74a2-4e37-8602-dce75c29d120_original_jpg.rf.afbc9ae7c25b4815f4ae48e242953faf.jpg,161f160c-74a2-4e37-8602-dce75c29d120
"Antimora microlepis exhibits an elongated, streamlined body with a dark coloration and smooth texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/5ec842d6-e581-4960-8eeb-78c9db3a598e_original_jpg.rf.ad964108449a0ed70de61c9d3c714954.jpg,5ec842d6-e581-4960-8eeb-78c9db3a598e
"Pannychia exhibits a cylindrical body with a smooth texture, pale coloration, resting on a substrate of fine sediment interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/2da40964-b055-4518-bf44-9b0e620f99e2_original_jpg.rf.006cb19bd3430940ade88bf571155baf.jpg,2da40964-b055-4518-bf44-9b0e620f99e2
"Antimora microlepis exhibits an elongated, streamlined body with a dark gray coloration and smooth texture, resting on a soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/e9a03730-e716-4497-a265-800812f09abb_original_jpg.rf.47c6603db50d7c82611e30939a7d4b13.jpg,e9a03730-e716-4497-a265-800812f09abb
"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a mottled brown coloration and rough texture, resting on soft sediment at depth.",src/data/Fathomnet-by-Phylum-2/train/images/671fa775-5a7f-419a-868a-9b16fdd5d237_original_jpg.rf.bbf83bc7ff4898b2cb7853bc17cca6c7.jpg,671fa775-5a7f-419a-868a-9b16fdd5d237
"Peniagone exhibits a slender, elongated body with a pale coloration and smooth texture, resting on a rocky substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/c07f9072-bb21-4591-b3a0-d6dd19b68a08_original_jpg.rf.70485122ae5e466122172033c158be1d.jpg,c07f9072-bb21-4591-b3a0-d6dd19b68a08
"Cystechinus giganteus exhibits a globular shape, pale coloration, rough texture, and resides on a substrate of fine sediment interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/28dec2b8-78ea-4fe0-ad8f-9930acf053f4_original_jpg.rf.59c980eba3080232e95247d5622a2961.jpg,28dec2b8-78ea-4fe0-ad8f-9930acf053f4
"Bathyraja spinosissima exhibits a flattened, oval shape with a mottled gray coloration and rough texture, resting on rocky substrate at depth.",src/data/Fathomnet-by-Phylum-2/train/images/520afa30-41c9-4f68-8a8b-abb61544b922_original_jpg.rf.2bf12ee2f30db160d1584f6f48486b83.jpg,520afa30-41c9-4f68-8a8b-abb61544b922
"Ceriantharia exhibit cylindrical, elongated polyps with a soft, flexible texture, situated on a sedimentary substrate composed of fine sand and silt.",src/data/Fathomnet-by-Phylum-2/train/images/e09975fa-2221-4bc3-8fc5-e04cbe98dca3_original_jpg.rf.2ce9eddbadb48701961b79e771429c0e.jpg,e09975fa-2221-4bc3-8fc5-e04cbe98dca3
"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a bluish-gray coloration, resting on a substrate of coarse, dark basaltic rock.",src/data/Fathomnet-by-Phylum-2/train/images/aa1f4685-66d1-47ab-9e86-5f8a4011dd40_original_jpg.rf.509da5637c1bf12fe2c652e4c58524e5.jpg,aa1f4685-66d1-47ab-9e86-5f8a4011dd40
"Coryphaenoides exhibits an elongated, streamlined body with a pale coloration, swimming above a substrate of uneven, rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/49ab0849-5b50-416e-8352-a8974bd672f2_original_jpg.rf.b7a180c052aa4e436b73eac6ed4adbb8.jpg,49ab0849-5b50-416e-8352-a8974bd672f2
"Chrysogorgia exhibits a branching, bushy morphology with a pale coloration and a soft, flexible texture, anchored to a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/06bd1304-4450-4eca-bc8a-8329365da0c4_original_jpg.rf.0613a84551d717291d0d314a0a06497c.jpg,06bd1304-4450-4eca-bc8a-8329365da0c4
"Synallactes exhibit elongated, cylindrical bodies with a pale coloration and smooth texture, resting on a rugged basalt substrate.",src/data/Fathomnet-by-Phylum-2/train/images/26586708-a08b-4a6b-bd31-0251627c918c_original_jpg.rf.eaa1b9e062f22120d4e59501bb91f297.jpg,26586708-a08b-4a6b-bd31-0251627c918c
"Hymenaster exhibits a star-shaped, pale coloration with a smooth texture, resting on a substrate of rocky sediment at 2502.26 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/0c448dd3-51bb-478c-b1db-a8ac617cf7b5_original_jpg.rf.5b00e13d13b29d36a1f04a78cd90a766.jpg,0c448dd3-51bb-478c-b1db-a8ac617cf7b5
"Comatulida exhibit branched arms with a delicate texture, while Synallactes display a cylindrical body; both inhabit a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/b943bef6-2e8d-4766-b70f-df3e5f174e10_original_jpg.rf.5036ceff63e8e1308f6963f0adbfac32.jpg,b943bef6-2e8d-4766-b70f-df3e5f174e10
"Antimora microlepis exhibits an elongated, streamlined body with a dark gray coloration and smooth texture, resting on a soft, sandy substrate.",src/data/Fathomnet-by-Phylum-2/train/images/c1211b39-af32-4ce0-8629-b9f237b8266b_original_jpg.rf.6fa77c527c43e5c2dfc288e1931d0e3f.jpg,c1211b39-af32-4ce0-8629-b9f237b8266b
