uuid,caption
763521d3-dfe9-4221-ad5c-40d110285b18,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 1829.5m, temp 2.03°C."
763521d3-dfe9-4221-ad5c-40d110285b18,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 1829.5m, temp 2.03°C."
40a3cdab-8638-4320-a507-aa42a4b10a0d,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1549.8m, temp 2.39°C."
a28a684e-a2da-4139-a5ec-d51a3dcab2ce,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1558.0m, temp 2.28°C."
cbec2932-30e5-45eb-b383-ee2f52fe38d3,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 1501.0m, temp 2.4°C."
1a04e0ce-32b1-4f9b-84a2-74d439287f3c,"moseleyi, Pannychia moseleyi	Pannychia moseleyi is a large, elongated, reddish-brown holothurian with a soft, slightly fragile, and longitudinally wrinkled body covered in tiny, embedded calcareous ossicles giving a granular texture to its skin.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae, genus Pannychia. environment: depth 1478.0m, temp 2.4°C."
a520109b-ae85-4020-8c94-9e93a6adb291,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1542.3m, temp 2.38°C."
0e344f98-b318-4d4b-951d-fe560e85fbb9,"Pannychia, Pannychia	Pannychia exhibits a slender, elongated shape, typically covered in a dull red or brown mottled integument with fine, powdery texture and numerous small, scattered ossicles that provide skeletal support, characteristic of holothurians.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae. environment: depth 1524.2m, temp 2.38°C."
0c64c3a1-9520-4ae8-9008-feea8a78d48a,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 2297.5m, temp 1.85°C."
5daa48be-4cab-499f-bac2-0e06a0cc602c,"Pannychia, Pannychia	Pannychia exhibits a slender, elongated shape, typically covered in a dull red or brown mottled integument with fine, powdery texture and numerous small, scattered ossicles that provide skeletal support, characteristic of holothurians.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae. environment: depth 1505.6m, temp 2.4°C."
d2d6b0cf-65bb-4274-94b2-d232581cb426,"moseleyi, Pannychia moseleyi	Pannychia moseleyi is a large, elongated, reddish-brown holothurian with a soft, slightly fragile, and longitudinally wrinkled body covered in tiny, embedded calcareous ossicles giving a granular texture to its skin.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae, genus Pannychia. environment: depth 1440.9m, temp 2.42°C."
2da40964-b055-4518-bf44-9b0e620f99e2,"Pannychia, Pannychia	Pannychia exhibits a slender, elongated shape, typically covered in a dull red or brown mottled integument with fine, powdery texture and numerous small, scattered ossicles that provide skeletal support, characteristic of holothurians.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae. environment: depth 1519.6m, temp 2.39°C."
bb8f49a5-21ad-4354-93a4-806005e61586,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1549.7m, temp 2.39°C."
c96a4cd6-4b8d-4d6f-b84d-03b13b0ecc95,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1558.0m, temp 2.28°C."
2497f725-5471-4879-a6c2-484a402839d9,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1537.4m, temp 2.46°C."
a4ecf41d-2a97-438f-9dbf-fff633560f43,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1519.6m, temp 2.44°C."
4ebf73c3-a4c4-4018-8b5d-47dc1002d637,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 2449.4m, temp 1.82°C."
1d66350e-5479-44b3-96c4-7d8ed33e6639,"Pannychia, Pannychia	Pannychia exhibits a slender, elongated shape, typically covered in a dull red or brown mottled integument with fine, powdery texture and numerous small, scattered ossicles that provide skeletal support, characteristic of holothurians.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae. environment: depth 1468.1m, temp 2.43°C."
dc7d41c6-0abb-485b-bd2a-70ab74fa3684,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 1468.1m, temp 2.44°C."
6d4e6f77-e476-4926-8fae-302a9dbfaa60,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1470.4m, temp 2.41°C."
f59678d4-09ca-4f4d-9a4e-7178fa2976ff,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 2059.3m, temp 1.99°C."
19b1a75c-511c-413e-85cc-65c7957af717,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1833.2m, temp 2.0°C."
671fa775-5a7f-419a-868a-9b16fdd5d237,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1550.3m, temp 2.39°C."
831a0392-13eb-4ab5-b43a-2f4fd4d2ed50,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1795.4m, temp 2.11°C."
831a0392-13eb-4ab5-b43a-2f4fd4d2ed50,"moseleyi, Pannychia moseleyi	Pannychia moseleyi is a large, elongated, reddish-brown holothurian with a soft, slightly fragile, and longitudinally wrinkled body covered in tiny, embedded calcareous ossicles giving a granular texture to its skin.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae, genus Pannychia. environment: depth 1795.4m, temp 2.11°C."
eb185e47-3ee0-4ca8-aba1-522bff86429f,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1550.3m, temp 2.39°C."
e835a713-a08f-4b61-af86-47df7aff97e2,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 2153.4m, temp 1.87°C."
9cf8ee76-148c-48bc-8ba8-7f3f632624e0,"Pterasteridae, Pterasteridae	The Pterasteridae, members of the Velatida order within the Asteroidea class of Echinodermata phylum, display disc-shaped morphology with five radiating arms, typically featuring a dull purple to dark grey color and a rough, starfish-like texture due to the covering of. taxonomic hierarchy: phylum Echinodermata, class Asteroidea, order Velatida. environment: depth 2045.2m, temp 1.97°C."
c8433d2b-a9ff-491e-abfe-50e26a89f547,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 1729.1m, temp 2.19°C."
4cfa4db8-d814-4cf7-8858-097aa1786bcd,"Macrouridae, Macrouridae	Macrouridae are elongated, streamlined fish with a mottled brown to grayish-brown coloration, typically bearing a distinctive texture of small, scattered scales and ridges on their bodies, which may also exhibit darker longitudinal stripes.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes. environment: depth 1523.3m, temp 2.37°C."
12dcc67f-27a3-4b54-af0e-6a6ee0554993,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 2059.1m, temp 1.99°C."
0ceb57fe-5577-4c8c-9deb-78c8cb9ef4cf,"moseleyi, Pannychia moseleyi	Pannychia moseleyi is a large, elongated, reddish-brown holothurian with a soft, slightly fragile, and longitudinally wrinkled body covered in tiny, embedded calcareous ossicles giving a granular texture to its skin.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae, genus Pannychia. environment: depth 1513.6m, temp 2.4°C."
3e01dbd5-ff56-4996-bf65-b0b72e196f11,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 1442.5m, temp 2.41°C."
ff05eb9a-7cfa-4869-b995-b62ce7ad2c42,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1469.8m, temp 2.41°C."
6c350b92-7605-4628-8b25-dfca4989aabb,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 1520.1m, temp 2.4°C."
518d7eb7-0099-4e9f-b611-aa760d993d32,"Coryphaenoides, Coryphaenoides	Coryphaenoides exhibits an elongated, cylindrical body shape with a tapering tail, a mottled brown to dark grey mottled skin, and a soft, scaleless texture that is often accompanied by small, roughened barbels on its mouth and chin.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Gadiformes, family Macrouridae. environment: depth 2176.9m, temp 1.88°C."
7bea8f98-4bc0-4a97-b43e-4be5b24b306b,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 2107.0m, temp 1.87°C."
b33aa754-046e-4c7a-bcc5-1660da9ef0d1,"moseleyi, Pannychia moseleyi	Pannychia moseleyi is a large, elongated, reddish-brown holothurian with a soft, slightly fragile, and longitudinally wrinkled body covered in tiny, embedded calcareous ossicles giving a granular texture to its skin.. taxonomic hierarchy: phylum Echinodermata, class Holothuroidea, order Elasipodida, family Laetmogonidae, genus Pannychia. environment: depth 1515.9m, temp 2.43°C."
6d671ab9-42b4-4eb9-b88f-c51a3d5ca0e3,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1804.2m, temp 2.11°C."
f8091391-0176-4476-800b-4fa675e9db95,"spinosissima, Bathyraja spinosissima	Bathyraja spinosissima exhibits a slender, elongated shape with a broad pectoral fin base, a mottled brown to greyish-brown colouration with lighter ventral surfaces, and a rough, leathery skin texture covered in scattered, needle-like denticles. taxonomic hierarchy: phylum Chordata, class Elasmobranchii, order Rajiformes, family Arhynchobatidae, genus Bathyraja. environment: depth 1810.6m, temp 2.05°C."
bb5367f5-0bf3-4998-a25c-ae6d72044cdd,"phrictus, Psychrolutes phrictus	Psychrolutes phrictus has a stout, elongated body shape, a mottled brown to grayish-brown coloration, and a typically smooth skin texture with scattered skin papillae.. taxonomic hierarchy: phylum Chordata, class Teleostei, order Perciformes, family Psychrolutidae, genus Psychrolutes. environment: depth 1558.0m, temp 2.28°C."
