caption,filepath
"One Opisthoteuthis cf. californiana, a cephalopod with a rounded, gelatinous body and reddish hue, rests on a substrate of coarse sediment and rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/1bec787f-0fdd-4956-9d74-2aea731011aa_original_jpg.rf.6edaad8e9087f3f3a3b226bea9f427b1.jpg
"One Antimora microlepis, a member of the Moridae family, rests on a rocky substrate interspersed with fine sediment, its elongated, streamlined body evident.",src/data/Fathomnet-by-Phylum-2/train/images/eb3c3820-7268-419c-94f6-c46b0c6316a2_original_jpg.rf.ffb71cc552811e5260c439572af690fe.jpg
"One Bathyraja spinosissima, a member of the family Arhynchobatidae, rests on a rocky substrate, exhibiting a flattened, disc-shaped body with a grayish coloration and rough texture.",src/data/Fathomnet-by-Phylum-2/train/images/40a3cdab-8638-4320-a507-aa42a4b10a0d_original_jpg.rf.b12495353b11ecc0bb6ccda017f1d5c0.jpg
"At 1556.46 m depth, a single Munnopsidae, characterized by its elongated, robust body with smooth texture and pale coloration, resides on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/6fd85010-38ed-4535-8278-f39df1203c58_original_jpg.rf.6c2cb54039f792684b14c02083423193.jpg
"One Bathyraja spinosissima, a member of the family Arhynchobatidae, rests on a rocky substrate with a flattened, disc-shaped body and pale coloration.",src/data/Fathomnet-by-Phylum-2/train/images/4a2934fb-4ae3-4c14-8eaa-7f56dbfc407d_original_jpg.rf.fb000ba49500804b43a8e69cee3f8f63.jpg
"One Hymenaster, a star-shaped member of the Asteroidea, exhibits a flattened morphology with a pale, translucent coloration and smooth texture on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/a8ef7273-acb4-408f-8742-b5bf9a7a2a6c_original_jpg.rf.a3f0b37354c21241992b906b4a242ce3.jpg
"In the pelagic environment, a single Solmissus (Hydrozoa, Cuninidae) specimen is observed, characterized by a bell-shaped, translucent body with long, trailing tentacles.",src/data/Fathomnet-by-Phylum-2/train/images/746f8e88-87c3-45bd-994d-0645f0ba3be5_original_jpg.rf.982e4d3ff12b1c8f0f428c42318cd04b.jpg
"One Holothuroidea specimen exhibits elongated, soft-bodied morphology with a leathery texture, blending muted browns and greens against a rocky sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/a8580f72-0371-478c-b9a3-1c673da63771_original_jpg.rf.bdb6f24f01a3270373ba4c28c1c60c6d.jpg
"One Psychrolutes phrictus, a member of the Psychrolutidae family, rests on a rocky substrate with uneven, fragmented surfaces, exhibiting a gelatinous, rounded body with pale coloration.",src/data/Fathomnet-by-Phylum-2/train/images/2497f725-5471-4879-a6c2-484a402839d9_original_jpg.rf.131f89eeffb400bf86d399b2b4ea2b78.jpg
"One Hymenaster, a star-shaped member of the Asteroidea, exhibits pale coloration and a textured surface, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/17dca085-0aa8-47c3-be60-b66c844d5778_original_jpg.rf.302637a8a9075e872e90f267b870b503.jpg
"A single Synallactes (Holothuroidea, Synallactidae) was observed on irregular, rocky sediment, exhibiting an elongated, cylindrical body with a smooth pale coloration.",src/data/Fathomnet-by-Phylum-2/train/images/9ce237b9-c2f6-487b-9a48-015a0fc82ca7_original_jpg.rf.08008cd10e920198a1593e2a28f12d3a.jpg
"A single, star-shaped individual of the Pterasteridae family, exhibiting a reddish-brown coloration, rests on a substrate of fine sediment interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/7428d7fe-8fbd-4a17-b173-cabe0c648938_original_jpg.rf.0f1ea5bb17039fcb410f09fcc1f03586.jpg
"At 1710.82m depth, a single Coryphaenoides acrolepis, a deep-sea fish of the Macrouridae family, rests on a rugged, rocky substrate with an elongated, streamlined body.",src/data/Fathomnet-by-Phylum-2/train/images/42885d57-10c6-4cda-ac27-12a023133b24_original_jpg.rf.223a5a670bd780786176e1a4a5ee2e93.jpg
"A single, pale pink, star-shaped Pteraster specimen (Family: Pterasteridae) rests on a soft sediment substrate with scattered rocks.",src/data/Fathomnet-by-Phylum-2/train/images/b4fe74b2-b7f1-437d-8db1-a14a15497a2d_original_jpg.rf.b41760b2d6bf7dfc764817fb7aa90062.jpg
"One Antimora microlepis, a member of the Moridae family, was observed swimming above a substrate of fine sediment and scattered rocks.",src/data/Fathomnet-by-Phylum-2/train/images/67aad265-8a88-4275-8e8c-fac22a989d28_original_jpg.rf.5e043edf51fcd655f55c25948330d99c.jpg
"One Opisthoteuthis cf. californiana, a cephalopod with a bulbous, gelatinous body and pale pink hue, hovered above a soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/515be2d2-e6cd-4b6a-9e4a-42503f088388_original_jpg.rf.87876d7e344d588845c18c0b428a8eb0.jpg
"A single, branching, fan-like colony of Chrysogorgia pinnata, with pale coloration and soft texture, is anchored to a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/ced793e4-1030-4df0-852c-affeb09c5134_original_jpg.rf.7c6a959be60bb1b60c32c45ad1f8a44f.jpg
"One Psychrolutes phrictus, a member of the Psychrolutidae family, exhibits a gelatinous, rounded body with pale coloration and smooth texture on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/b784d58d-9e6d-4d2c-9117-fad7801d8e57_original_jpg.rf.cc3c5cb1ba41cf7c514724d0f209b520.jpg
"On a rocky substrate, a single Paragorgia arborea exhibits a branching, tree-like morphology with a pale pink color and a rough texture.",src/data/Fathomnet-by-Phylum-2/train/images/2993be81-ae0d-4b23-8796-53a394fa2bf8_original_jpg.rf.7b670e9d676a883cfeaacf9bae01efaa.jpg
"A single, pale pink sea star with reddish-brown spots and a rough texture rests on a rocky substrate, its pentagonal shape characteristic of the Pterasteridae family.",src/data/Fathomnet-by-Phylum-2/train/images/c0346466-21e3-4f90-ab36-63a1bf239a2c_original_jpg.rf.8d5319444b9d16b6bc2c7d7875699847.jpg
"A single, branching, bushy Chrysogorgia colony, pale in color and soft to the touch, is anchored to a rocky substrate, comprising one individual.",src/data/Fathomnet-by-Phylum-2/train/images/95d22136-1a0d-4f30-9c25-b1f2834bb13b_original_jpg.rf.c15483ae08f0eb9e1f7408fbb812328c.jpg
"A single Bathyraja spinosissima, a member of the family Arhynchobatidae, rests on a substrate of rocky sediment, exhibiting a flattened, disc-shaped body with mottled gray coloration.",src/data/Fathomnet-by-Phylum-2/train/images/2d3ef085-a4da-4b23-ad77-f136e6f95e72_original_jpg.rf.49b0166d3bc0db5033111f4e362845ce.jpg
"A single Bathyraja spinosissima, a member of the family Arhynchobatidae, rests on a substrate of rocky sediment, exhibiting a flattened, disc-shaped body with mottled gray coloration.",src/data/Fathomnet-by-Phylum-2/train/images/2d3ef085-a4da-4b23-ad77-f136e6f95e72_original_jpg.rf.b5ed303c7dd310df9f779d22289b8d80.jpg
"Two Synallactidae specimens, members of the Family Synallactidae, exhibit elongated, soft-bodied morphology with pale coloration on uneven, rocky sediment interspersed with fine particles.",src/data/Fathomnet-by-Phylum-2/train/images/657104a4-6700-4568-b3a4-fc008faa6896_original_jpg.rf.a3d2d7831c839aae36b5d66b9e2cddaa.jpg
"A single, branching colony of Paragorgia arborea, characterized by a bushy morphology and pale coloration, is situated on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/28d8fe07-fb5b-4431-854a-0d4ed60313c8_original_jpg.rf.3df5ab8ef7dba9630ae3945331735dd4.jpg
"One Antimora microlepis, a member of the Moridae family, rests on a soft, sedimentary substrate characterized by fine silt and occasional rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/d202db2b-24d3-43a3-9b3c-d45fe02a0ca9_original_jpg.rf.c238b54ae923d672de01a99f6fa4380c.jpg
"Two Synallactes (Holothuroidea, Synallactidae) and two Comatulida (Crinoidea) specimens were observed on a rocky substrate, exhibiting distinct morphologies.",src/data/Fathomnet-by-Phylum-2/train/images/cdecd3e9-6671-49b8-9afb-fe9be465bef9_original_jpg.rf.8e636dab16ebe853a6c92464cc15f3e2.jpg
"One Opisthoteuthis cf. californiana, a cephalopod belonging to the family Opisthoteuthidae, rests on a soft, sandy substrate with a rounded, gelatinous body and reddish-brown hue.",src/data/Fathomnet-by-Phylum-2/train/images/7f7898b2-287d-4495-92fc-e5dc63b648ad_original_jpg.rf.372ae609a6240e818474b65eaacd4409.jpg
"One Opisthoteuthis cf. californiana, a cephalopod belonging to the family Opisthoteuthidae, rests on a rocky substrate with a rounded, soft-bodied morphology.",src/data/Fathomnet-by-Phylum-2/train/images/0d6d3ac3-ce5f-4cf1-a577-9b2ac77aa6dd_original_jpg.rf.25342818c6f47ba590d372315c84ffbf.jpg
"A single, bushy, fan-like Paragorgia arborea specimen, exhibiting a pink hue, is anchored to a rocky substrate in the observed environment.",src/data/Fathomnet-by-Phylum-2/train/images/bb9f0d74-051b-4787-a9b0-f283077d273f_original_jpg.rf.4a118470b6dd7695cb82e5c1a431ddbe.jpg
"At 2236.75m depth, a single star-shaped Solasteridae (Family: Solasteridae) exhibits a rough texture, displaying muted colors against a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/07f19530-a0c3-4a49-ab20-77f65c576d60_original_jpg.rf.11209bc61807a5a1e38de28d88886042.jpg
"At 2270 m depth, a single, elongated, cylindrical Ceriantharia polyp with a smooth texture is observed amidst rocky substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/cc6cb9aa-b3ac-4a20-a827-8cff61589319_original_jpg.rf.68bcef4090c1f88845a3379d11b58794.jpg
"On a rocky substrate of smooth, consolidated basalt formations, a single Macrouridae specimen exhibits an elongated, fusiform body with dark, mottled coloration.",src/data/Fathomnet-by-Phylum-2/train/images/eddc7371-c7ed-4522-ac82-fe2fbae1a1b1_original_jpg.rf.22a12931bccbeb7824a4353631e3a10a.jpg
"A single, elongated, cylindrical polyp of the hexacorallian Ceriantharia species rests on a soft sediment substrate interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/9c06ea82-3aae-4db5-a712-bf45d8f0bf6e_original_jpg.rf.c2785b58a6b638ca41ad357b50be6f50.jpg
"One Opisthoteuthis cf. californiana, a cephalopod with a rounded, gelatinous body and reddish hue, rests on coarse sediment and rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/ef21dbef-b552-44f5-847a-e2bb36ee6b7b_original_jpg.rf.c565793d8e8d71d6de790eafb2542afc.jpg
"At 2300 meters depth, a single Synallactes (Holothuroidea, Synallactidae) exhibits an elongated, cylindrical body with a smooth texture, displaying muted colors against a rocky sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/07e8edc6-46b0-4aa3-9251-aca3f50b754f_original_jpg.rf.951f70574572dbf0289e4e553a56fd1e.jpg
"One Crossaster borealis, a star-shaped sea star, exhibits a pale coloration and smooth texture, resting on a rocky substrate with dark, uneven surfaces.",src/data/Fathomnet-by-Phylum-2/train/images/309494da-69fe-4a8f-a07f-f1deccb6a251_original_jpg.rf.2dde0177eb538bdd2a8699367d6b595c.jpg
"One Opisthoteuthis cf. californiana, a cephalopod of the family Opisthoteuthidae, rests on a substrate of irregular basaltic rocks, its rounded, gelatinous body displaying a vibrant red hue.",src/data/Fathomnet-by-Phylum-2/train/images/a5188e36-ef01-41bc-9f12-1890c11cb1b9_original_jpg.rf.13ef68e8372e806997e8cdbbba1f8264.jpg
"A single, elongated Coryphaenoides specimen (Family Macrouridae) rests on a substrate of uneven, coarse sedimentary rocks, its dark coloration and textured scales blending with the surrounding environment.",src/data/Fathomnet-by-Phylum-2/train/images/c8433d2b-a9ff-491e-abfe-50e26a89f547_original_jpg.rf.d78e50f4252c8e5ac6f85dcdf71a9380.jpg
"A single, robust, irregularly shaped Laetmogonidae specimen, approximately one individual, rests on a substrate of solidified lava and fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/161f160c-74a2-4e37-8602-dce75c29d120_original_jpg.rf.afbc9ae7c25b4815f4ae48e242953faf.jpg
"One Antimora microlepis, a member of the Moridae family, exhibits an elongated, streamlined body with dark coloration and smooth texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/5ec842d6-e581-4960-8eeb-78c9db3a598e_original_jpg.rf.ad964108449a0ed70de61c9d3c714954.jpg
"A single, cylindrical-bodied holothurian, pale in coloration, rests on a substrate of fine sediment interspersed with rocky outcrops, a single individual present.",src/data/Fathomnet-by-Phylum-2/train/images/2da40964-b055-4518-bf44-9b0e620f99e2_original_jpg.rf.006cb19bd3430940ade88bf571155baf.jpg
"One Antimora microlepis, a member of the Moridae family, exhibits an elongated, streamlined body with a dark gray coloration and smooth texture, resting on a soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/e9a03730-e716-4497-a265-800812f09abb_original_jpg.rf.47c6603db50d7c82611e30939a7d4b13.jpg
"One Bathyraja spinosissima, a member of the Family Arhynchobatidae, rests on soft sediment at depth, exhibiting a flattened, disc-shaped body with mottled brown coloration and rough texture.",src/data/Fathomnet-by-Phylum-2/train/images/671fa775-5a7f-419a-868a-9b16fdd5d237_original_jpg.rf.bbf83bc7ff4898b2cb7853bc17cca6c7.jpg
"A single, elongated Peniagone specimen (Family: Elpidiidae) rests on a rocky substrate interspersed with fine sediment, exhibiting pale coloration and smooth texture.",src/data/Fathomnet-by-Phylum-2/train/images/c07f9072-bb21-4591-b3a0-d6dd19b68a08_original_jpg.rf.70485122ae5e466122172033c158be1d.jpg
"One Cystechinus giganteus, a member of the Family Urechinidae, was observed on a substrate of fine sediment interspersed with rocky outcrops, exhibiting a globular shape and rough texture.",src/data/Fathomnet-by-Phylum-2/train/images/28dec2b8-78ea-4fe0-ad8f-9930acf053f4_original_jpg.rf.59c980eba3080232e95247d5622a2961.jpg
"One Bathyraja spinosissima, a member of the family Arhynchobatidae, rests on a rocky substrate at depth, exhibiting a flattened, oval shape with a mottled gray coloration and rough texture.",src/data/Fathomnet-by-Phylum-2/train/images/520afa30-41c9-4f68-8a8b-abb61544b922_original_jpg.rf.2bf12ee2f30db160d1584f6f48486b83.jpg
"A single, cylindrical, elongated polyp of the Hexacorallia family, Nanometreidae, is situated on a fine-grained sedimentary substrate composed of sand and silt.",src/data/Fathomnet-by-Phylum-2/train/images/e09975fa-2221-4bc3-8fc5-e04cbe98dca3_original_jpg.rf.2ce9eddbadb48701961b79e771429c0e.jpg
"One Coryphaenoides acrolepis, a member of the Macrouridae family, rests on a substrate of coarse, dark basaltic rock, its elongated, streamlined body displaying a bluish-gray coloration.",src/data/Fathomnet-by-Phylum-2/train/images/aa1f4685-66d1-47ab-9e86-5f8a4011dd40_original_jpg.rf.509da5637c1bf12fe2c652e4c58524e5.jpg
"Three Pannychia specimens, belonging to the Class Holothuroidea, exhibit elongated, gelatinous bodies with a translucent appearance, while three Tunicata, from the Class Ascidiacea, display a more rigid, tunicate structure on rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/63a1de4f-0fa5-438d-b9c8-2ed5bfc7a67c_original_jpg.rf.9bf901675bd943c881e99c3185b7da55.jpg
"Above the uneven, rocky sediment, a single Coryphaenoides, characterized by its elongated, streamlined body and pale coloration, swims effortlessly.",src/data/Fathomnet-by-Phylum-2/train/images/49ab0849-5b50-416e-8352-a8974bd672f2_original_jpg.rf.b7a180c052aa4e436b73eac6ed4adbb8.jpg
"A single, branching, bushy Chrysogorgia colony, pale in color and soft to the touch, is anchored to a rocky substrate, comprising one individual.",src/data/Fathomnet-by-Phylum-2/train/images/06bd1304-4450-4eca-bc8a-8329365da0c4_original_jpg.rf.0613a84551d717291d0d314a0a06497c.jpg
"A single, branching, fan-like colony of Chrysogorgia pinnata, with pale coloration and soft texture, is anchored to a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/ced793e4-1030-4df0-852c-affeb09c5134_original_jpg.rf.9249f7b617af1bbf79760d016ac3a745.jpg
"One Synallactes, a member of the Synallactidae family, exhibits an elongated, cylindrical body with pale coloration and smooth texture, resting on a rugged basalt substrate.",src/data/Fathomnet-by-Phylum-2/train/images/26586708-a08b-4a6b-bd31-0251627c918c_original_jpg.rf.eaa1b9e062f22120d4e59501bb91f297.jpg
"At 2502.26 m depth, a single star-shaped Hymenaster (Asteroidea, Pterasteridae) specimen exhibits pale coloration and a smooth texture, resting on rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/0c448dd3-51bb-478c-b1db-a8ac617cf7b5_original_jpg.rf.5b00e13d13b29d36a1f04a78cd90a766.jpg
"Two Comatulida (Crinoidea) specimens exhibit branched, delicate arms, while two Synallactes (Holothuroidea) display cylindrical bodies amidst a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/b943bef6-2e8d-4766-b70f-df3e5f174e10_original_jpg.rf.5036ceff63e8e1308f6963f0adbfac32.jpg
"One Antimora microlepis, a member of the Moridae family, rests on a soft, sandy substrate, exhibiting an elongated, streamlined body with dark gray coloration.",src/data/Fathomnet-by-Phylum-2/train/images/c1211b39-af32-4ce0-8629-b9f237b8266b_original_jpg.rf.6fa77c527c43e5c2dfc288e1931d0e3f.jpg
"A single, cylindrical, porous Euplectellidae specimen, exhibiting white coloration, rests on a substrate of rocky sediment and gravel.",src/data/Fathomnet-by-Phylum-2/train/images/36370f40-aca6-4e54-bf2f-d9e9392f47e6_original_jpg.rf.45860d016294f8977688eff4c9ec4865.jpg
"A single specimen of Pannychia moseleyi, a member of the family Laetmogonidae, rests on a rugged rock substrate, its slender, elongated body bearing fine setae.",src/data/Fathomnet-by-Phylum-2/train/images/987cbdba-d97e-4a7c-91bf-637ad5b5af80_original_jpg.rf.f85137d4c9b20234ff4ae91121202a6c.jpg
