caption,filepath
"Opisthoteuthis cf. californiana observed resting on the seafloor, indicating a solitary behavior in a soft sediment habitat.",src/data/Fathomnet-by-Phylum-2/train/images/7f7898b2-287d-4495-92fc-e5dc63b648ad_original_jpg.rf.dc91247c3ebf2103153b281f46357505.jpg
"Coryphaenoides observed foraging among rocky substrate at a depth of 2203.14 m, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/f13d6e70-978d-40d2-bc0c-bd1b45c71f22_original_jpg.rf.356ca5e67fdb496324ad8ce2a73437e8.jpg
"Synallactes observed on rocky substrate at 2214.2m, exhibiting solitary distribution with no visible foraging or clustering behavior.",src/data/Fathomnet-by-Phylum-2/train/images/edafbc40-bf9b-4913-8c0f-bd831444db54_original_jpg.rf.4bb2dfe8977ae068123b666dd3531315.jpg
Antimora microlepis is observed swimming alone over a sandy substrate at a depth of 1491.39 meters.,src/data/Fathomnet-by-Phylum-2/train/images/b0846205-0ba9-45ec-a60f-e2aab2d1f2bc_original_jpg.rf.604bfd4cbe698c06223c6802a183115c.jpg
"Pannychia moseleyi is observed foraging on the seafloor at a depth of 1477.9 meters, contributing to the benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/78026949-b615-4ada-9036-111b4be70b46_original_jpg.rf.281f4615b6efe18176120561f5848923.jpg
"A manipulator interacts with the substrate, revealing a community of sessile organisms clustered around rocky formations at 2260 meters depth.",src/data/Fathomnet-by-Phylum-2/train/images/0fca4ae6-3c42-40d8-9d15-b7740fbaca16_original_jpg.rf.6fb87f4d3d7e932baecca9c20def80d6.jpg
"A solitary Pteraster is observed on rocky substrate at a depth of 2362 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/8eb9fb01-42a2-4a48-a0d3-c9ca72fbbe3d_original_jpg.rf.e65575e9b2e55a01753d60a8ce7699a9.jpg
"A Hymenaster is observed on rocky substrate at 2448.47m, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/db28e17c-4846-4f24-a764-f22e48f8d929_original_jpg.rf.5098bf7e0f40fcc0f95139cc148bcbad.jpg
"Macrouridae observed foraging among rocky substrate at a depth of 2366.58 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/a30c7c5d-a56c-4a1e-a19f-e77a53819f07_original_jpg.rf.128702cde6fc7246d5e30dd2c05f52de.jpg
Pannychia moseleyi observed in a clustered arrangement on the seafloor at a depth of 1440.86 m.,src/data/Fathomnet-by-Phylum-2/train/images/d2d6b0cf-65bb-4274-94b2-d232581cb426_original_jpg.rf.d70d111dc7479579f8d473940724a304.jpg
Antimora microlepis observed foraging near rocky substrate at a depth of 2264.44 meters.,src/data/Fathomnet-by-Phylum-2/train/images/a8b47b61-389d-480a-840e-e10b6737316b_original_jpg.rf.4da28baefb28017be39280230bb895db.jpg
"Four Cladorhizidae sponges cluster around a Hippasteria starfish, indicating a spatial arrangement typical of deep-sea benthic communities.",src/data/Fathomnet-by-Phylum-2/train/images/89f52ffb-4ff2-460d-9534-64df47fdfc65_original_jpg.rf.56ff4eec7bc746efa1e872338a7b6db8.jpg
"Paragorgia arborea is observed in isolation on rocky substrate at 1719.3 meters, contributing to the structure of deep-sea coral communities.",src/data/Fathomnet-by-Phylum-2/train/images/0e959176-7522-417a-92b3-00571c073b13_original_jpg.rf.0b587ddf8fc66497491ca5b2c4e16fab.jpg
Two Synallactes are observed foraging in close proximity on the rocky substrate at a depth of 2324.85 meters.,src/data/Fathomnet-by-Phylum-2/train/images/1c8a72dd-2e3f-4f1f-b687-790d589a9dc0_original_jpg.rf.cb4e2f45cbad0fd6c251b2cf9acfbfac.jpg
Antimora microlepis is observed foraging alone on the seafloor at a depth of 2296.17 meters.,src/data/Fathomnet-by-Phylum-2/train/images/ff582fb9-e98f-4b9a-83d3-df276f5ab384_original_jpg.rf.8c4917d386ab84981a0223ebe51c77bc.jpg
"A single Psychrolutes phrictus is observed resting on the seafloor, exhibiting solitary behavior in a rocky substrate environment.",src/data/Fathomnet-by-Phylum-2/train/images/2497f725-5471-4879-a6c2-484a402839d9_original_jpg.rf.9cfa59e8c0e1860e6dbd9d6fa9a97490.jpg
A dense community of 19 Zoantharia with 1 Galatheoidea exhibits clustering behavior on the substrate at 1817.26 meters depth.,src/data/Fathomnet-by-Phylum-2/train/images/372051d3-ca43-43e6-a8c5-a0c92fb595f3_original_jpg.rf.6b30d2c4b1b87495d30ebdee87ea5c93.jpg
One Opisthoteuthis cf. californiana observed foraging among rocky substrate at a depth of 1541.36 meters.,src/data/Fathomnet-by-Phylum-2/train/images/1bec787f-0fdd-4956-9d74-2aea731011aa_original_jpg.rf.96fefa7c4d0c5b0dc1b488e557755288.jpg
"A Psychrolutes phrictus is observed resting among rocky substrate at a depth of 1557.99 meters, indicating a benthic habitat preference.",src/data/Fathomnet-by-Phylum-2/train/images/84f4181e-0d5c-490a-902d-2d4e9d28999d_original_jpg.rf.3081811bc3d58d109cef8cb47da5b586.jpg
"Synallactidae observed foraging among rocky substrates at a depth of 2293.96 m, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/f3b9348a-8e3f-4205-b358-07f3c588dc66_original_jpg.rf.0dab97d9546119211183e383c217d361.jpg
"A solitary Peniagone is observed on a volcanic substrate, amidst sediment dispersal from hydrothermal activity.",src/data/Fathomnet-by-Phylum-2/train/images/63d4b8de-1fa2-47bf-b13e-80ffc114cb7c_original_jpg.rf.8d277c1cf61b63327f2c815f4d0b2a52.jpg
"A solitary Coryphaenoides acrolepis is observed on the seafloor, indicating a sparse community structure at this depth.",src/data/Fathomnet-by-Phylum-2/train/images/2ea570f9-4688-4fa0-91f2-7b2f6062eaa1_original_jpg.rf.8b86b725005782d4b60b70ae1617711b.jpg
"Parantipathes and Holothuroidea are observed in close proximity on rocky substrate at 2406.32m, indicating a potential microhabitat association.",src/data/Fathomnet-by-Phylum-2/train/images/8c0419d9-b33e-4bce-8735-f64b422292c4_original_jpg.rf.5c667de80aaae57f281acca9bc3d9795.jpg
One Opisthoteuthis cf. californiana is observed foraging among rocky substrate at a depth of 1478.4 meters.,src/data/Fathomnet-by-Phylum-2/train/images/865a6253-8bea-4c72-8795-c3e55c85842b_original_jpg.rf.38e68280af5269b6227542d0094ea2bc.jpg
One Opisthoteuthis cf. californiana observed foraging among rocky substrate at a depth of 1541.36 meters.,src/data/Fathomnet-by-Phylum-2/train/images/1bec787f-0fdd-4956-9d74-2aea731011aa_original_jpg.rf.6edaad8e9087f3f3a3b226bea9f427b1.jpg
"Antimora microlepis observed foraging near rocky substrate at a depth of 1519.1 m, indicating a benthic community type.",src/data/Fathomnet-by-Phylum-2/train/images/eb3c3820-7268-419c-94f6-c46b0c6316a2_original_jpg.rf.ffb71cc552811e5260c439572af690fe.jpg
"Bathyraja spinosissima is observed resting on rocky substrate at a depth of 1549.8 m, indicating a benthic habitat preference.",src/data/Fathomnet-by-Phylum-2/train/images/40a3cdab-8638-4320-a507-aa42a4b10a0d_original_jpg.rf.b12495353b11ecc0bb6ccda017f1d5c0.jpg
"Munnopsidae observed foraging on the seafloor at a depth of 1556.46 m, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/6fd85010-38ed-4535-8278-f39df1203c58_original_jpg.rf.6c2cb54039f792684b14c02083423193.jpg
Bathyraja spinosissima observed foraging on the seafloor at a depth of 1549.57 meters.,src/data/Fathomnet-by-Phylum-2/train/images/4a2934fb-4ae3-4c14-8eaa-7f56dbfc407d_original_jpg.rf.fb000ba49500804b43a8e69cee3f8f63.jpg
"A solitary Hymenaster rests on the seafloor at 1713.9 meters, showcasing a sparse community structure in a rocky habitat.",src/data/Fathomnet-by-Phylum-2/train/images/a8ef7273-acb4-408f-8742-b5bf9a7a2a6c_original_jpg.rf.a3f0b37354c21241992b906b4a242ce3.jpg
"A solitary Solmissus is observed at a depth of 1302.75m, drifting amidst sparse particulate matter in the water column.",src/data/Fathomnet-by-Phylum-2/train/images/746f8e88-87c3-45bd-994d-0645f0ba3be5_original_jpg.rf.982e4d3ff12b1c8f0f428c42318cd04b.jpg
"A solitary Holothuroidea is observed on the seafloor, indicating a sparse community structure at this depth.",src/data/Fathomnet-by-Phylum-2/train/images/a8580f72-0371-478c-b9a3-1c673da63771_original_jpg.rf.bdb6f24f01a3270373ba4c28c1c60c6d.jpg
"A single Psychrolutes phrictus is observed resting on the seafloor, exhibiting solitary behavior in a rocky substrate environment.",src/data/Fathomnet-by-Phylum-2/train/images/2497f725-5471-4879-a6c2-484a402839d9_original_jpg.rf.131f89eeffb400bf86d399b2b4ea2b78.jpg
A Hymenaster is observed foraging among rocky substrates at a depth of 2501.41 meters.,src/data/Fathomnet-by-Phylum-2/train/images/17dca085-0aa8-47c3-be60-b66c844d5778_original_jpg.rf.302637a8a9075e872e90f267b870b503.jpg
"Synallactes observed foraging among rocky substrate at a depth of 2302.5 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/9ce237b9-c2f6-487b-9a48-015a0fc82ca7_original_jpg.rf.08008cd10e920198a1593e2a28f12d3a.jpg
"A Hymenaster is observed foraging on the seafloor at a depth of 2452.77 meters, surrounded by rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/7428d7fe-8fbd-4a17-b173-cabe0c648938_original_jpg.rf.0f1ea5bb17039fcb410f09fcc1f03586.jpg
"Coryphaenoides acrolepis observed at depth, exhibiting solitary behavior near a rocky substrate in a deep-sea habitat.",src/data/Fathomnet-by-Phylum-2/train/images/42885d57-10c6-4cda-ac27-12a023133b24_original_jpg.rf.223a5a670bd780786176e1a4a5ee2e93.jpg
"A solitary Pteraster is observed on the seafloor, indicating a sparse community structure at this depth.",src/data/Fathomnet-by-Phylum-2/train/images/b4fe74b2-b7f1-437d-8db1-a14a15497a2d_original_jpg.rf.b41760b2d6bf7dfc764817fb7aa90062.jpg
Antimora microlepis observed foraging alone on the seafloor at a depth of 2296.74 meters.,src/data/Fathomnet-by-Phylum-2/train/images/67aad265-8a88-4275-8e8c-fac22a989d28_original_jpg.rf.5e043edf51fcd655f55c25948330d99c.jpg
"Opisthoteuthis cf. californiana observed at 1512.93m, exhibiting solitary behavior in a sparse deep-sea environment.",src/data/Fathomnet-by-Phylum-2/train/images/515be2d2-e6cd-4b6a-9e4a-42503f088388_original_jpg.rf.87876d7e344d588845c18c0b428a8eb0.jpg
"Chrysogorgia pinnata is observed in a solitary arrangement, surrounded by sediment and rocky substrate at a depth of 2280 meters.",src/data/Fathomnet-by-Phylum-2/train/images/ced793e4-1030-4df0-852c-affeb09c5134_original_jpg.rf.7c6a959be60bb1b60c32c45ad1f8a44f.jpg
A single Psychrolutes phrictus is observed swimming above a rocky substrate at a depth of 1536.68 meters.,src/data/Fathomnet-by-Phylum-2/train/images/b784d58d-9e6d-4d2c-9117-fad7801d8e57_original_jpg.rf.cc3c5cb1ba41cf7c514724d0f209b520.jpg
"Paragorgia arborea is observed in isolation on the seafloor, indicating a sparse community structure at this depth.",src/data/Fathomnet-by-Phylum-2/train/images/2993be81-ae0d-4b23-8796-53a394fa2bf8_original_jpg.rf.7b670e9d676a883cfeaacf9bae01efaa.jpg
"A solitary Pteraster is observed on a rocky substrate at a depth of 2366.1 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/c0346466-21e3-4f90-ab36-63a1bf239a2c_original_jpg.rf.8d5319444b9d16b6bc2c7d7875699847.jpg
"Chrysogorgia exhibits a solitary growth form on rocky substrate at 2243.16m, surrounded by small fish, indicating a diverse benthic community.",src/data/Fathomnet-by-Phylum-2/train/images/95d22136-1a0d-4f30-9c25-b1f2834bb13b_original_jpg.rf.c15483ae08f0eb9e1f7408fbb812328c.jpg
"Bathyraja spinosissima is observed resting on a rocky substrate at a depth of 1549.49 m, indicating a benthic community type.",src/data/Fathomnet-by-Phylum-2/train/images/2d3ef085-a4da-4b23-ad77-f136e6f95e72_original_jpg.rf.49b0166d3bc0db5033111f4e362845ce.jpg
"Bathyraja spinosissima is observed resting on a rocky substrate at a depth of 1549.49 m, indicating a benthic community type.",src/data/Fathomnet-by-Phylum-2/train/images/2d3ef085-a4da-4b23-ad77-f136e6f95e72_original_jpg.rf.b5ed303c7dd310df9f779d22289b8d80.jpg
Two Synallactidae are observed foraging in close proximity on a rocky substrate at a depth of 2434.93 m.,src/data/Fathomnet-by-Phylum-2/train/images/657104a4-6700-4568-b3a4-fc008faa6896_original_jpg.rf.a3d2d7831c839aae36b5d66b9e2cddaa.jpg
"Paragorgia arborea is observed in a sparse arrangement among rocky substrate at a depth of 1922.26 meters, indicating a low-density community type.",src/data/Fathomnet-by-Phylum-2/train/images/28d8fe07-fb5b-4431-854a-0d4ed60313c8_original_jpg.rf.3df5ab8ef7dba9630ae3945331735dd4.jpg
"Antimora microlepis observed foraging on the seafloor at a depth of 2295.7 meters, amidst a sparse benthic community.",src/data/Fathomnet-by-Phylum-2/train/images/d202db2b-24d3-43a3-9b3c-d45fe02a0ca9_original_jpg.rf.c238b54ae923d672de01a99f6fa4380c.jpg
"Synallactes and Comatulida are observed in close proximity on rocky substrate, indicating a potential foraging or clustering behavior at this depth.",src/data/Fathomnet-by-Phylum-2/train/images/cdecd3e9-6671-49b8-9afb-fe9be465bef9_original_jpg.rf.8e636dab16ebe853a6c92464cc15f3e2.jpg
"Opisthoteuthis cf. californiana observed resting on the seafloor, indicating a solitary behavior in a soft sediment habitat.",src/data/Fathomnet-by-Phylum-2/train/images/7f7898b2-287d-4495-92fc-e5dc63b648ad_original_jpg.rf.372ae609a6240e818474b65eaacd4409.jpg
Opisthoteuthis cf. californiana observed foraging among rocky substrate at a depth of 1543 meters.,src/data/Fathomnet-by-Phylum-2/train/images/0d6d3ac3-ce5f-4cf1-a577-9b2ac77aa6dd_original_jpg.rf.25342818c6f47ba590d372315c84ffbf.jpg
"Paragorgia arborea is observed in isolation on rocky substrate at 1719.3 meters, contributing to the structural complexity of the deep-sea community.",src/data/Fathomnet-by-Phylum-2/train/images/bb9f0d74-051b-4787-a9b0-f283077d273f_original_jpg.rf.4a118470b6dd7695cb82e5c1a431ddbe.jpg
"Solasteridae observed foraging among rocky substrate at a depth of 2236.75m, indicating a diverse benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/07f19530-a0c3-4a49-ab20-77f65c576d60_original_jpg.rf.11209bc61807a5a1e38de28d88886042.jpg
"Ceriantharia observed at depth 2270 m, exhibiting solitary distribution among rocky substrate with minimal visible interaction.",src/data/Fathomnet-by-Phylum-2/train/images/cc6cb9aa-b3ac-4a20-a827-8cff61589319_original_jpg.rf.68bcef4090c1f88845a3379d11b58794.jpg
A solitary Macrouridae is observed foraging over a rocky substrate at a depth of 2478.37 meters.,src/data/Fathomnet-by-Phylum-2/train/images/eddc7371-c7ed-4522-ac82-fe2fbae1a1b1_original_jpg.rf.22a12931bccbeb7824a4353631e3a10a.jpg
"Ceriantharia observed at 2287.13m, exhibiting solitary distribution on the seafloor with minimal interaction with surrounding fauna.",src/data/Fathomnet-by-Phylum-2/train/images/9c06ea82-3aae-4db5-a712-bf45d8f0bf6e_original_jpg.rf.c2785b58a6b638ca41ad357b50be6f50.jpg
Opisthoteuthis cf. californiana observed foraging among rocky substrate at a depth of 1541.46 m.,src/data/Fathomnet-by-Phylum-2/train/images/ef21dbef-b552-44f5-847a-e2bb36ee6b7b_original_jpg.rf.c565793d8e8d71d6de790eafb2542afc.jpg
"Synallactes observed foraging among rocky substrate at a depth of 2300.04 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/07e8edc6-46b0-4aa3-9251-aca3f50b754f_original_jpg.rf.951f70574572dbf0289e4e553a56fd1e.jpg
A solitary Crossaster borealis is observed on a rocky substrate at a depth of 2364.16 meters.,src/data/Fathomnet-by-Phylum-2/train/images/309494da-69fe-4a8f-a07f-f1deccb6a251_original_jpg.rf.2dde0177eb538bdd2a8699367d6b595c.jpg
"One Opisthoteuthis cf. californiana observed on rocky substrate at 1478 meters depth, indicating a solitary foraging behavior in a benthic community.",src/data/Fathomnet-by-Phylum-2/train/images/a5188e36-ef01-41bc-9f12-1890c11cb1b9_original_jpg.rf.13ef68e8372e806997e8cdbbba1f8264.jpg
"Coryphaenoides observed foraging among rocky substrate at a depth of 1729 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/c8433d2b-a9ff-491e-abfe-50e26a89f547_original_jpg.rf.d78e50f4252c8e5ac6f85dcdf71a9380.jpg
"Pannychia observed foraging on the sediment surface, indicating a localized feeding behavior within the surrounding benthic community.",src/data/Fathomnet-by-Phylum-2/train/images/161f160c-74a2-4e37-8602-dce75c29d120_original_jpg.rf.afbc9ae7c25b4815f4ae48e242953faf.jpg
"Antimora microlepis observed foraging on rocky substrate at a depth of 1767.5 meters, indicating a benthic community type.",src/data/Fathomnet-by-Phylum-2/train/images/5ec842d6-e581-4960-8eeb-78c9db3a598e_original_jpg.rf.ad964108449a0ed70de61c9d3c714954.jpg
"Pannychia observed at 1519.63m, exhibiting solitary behavior on the seafloor with no visible clustering or foraging interactions.",src/data/Fathomnet-by-Phylum-2/train/images/2da40964-b055-4518-bf44-9b0e620f99e2_original_jpg.rf.006cb19bd3430940ade88bf571155baf.jpg
Antimora microlepis observed foraging alone on the seafloor at a depth of 2267.4 meters.,src/data/Fathomnet-by-Phylum-2/train/images/e9a03730-e716-4497-a265-800812f09abb_original_jpg.rf.47c6603db50d7c82611e30939a7d4b13.jpg
Bathyraja spinosissima observed foraging on the seafloor at a depth of 1550.3 meters.,src/data/Fathomnet-by-Phylum-2/train/images/671fa775-5a7f-419a-868a-9b16fdd5d237_original_jpg.rf.bbf83bc7ff4898b2cb7853bc17cca6c7.jpg
"Peniagone observed foraging among rocky substrate at a depth of 2306.33 m, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/c07f9072-bb21-4591-b3a0-d6dd19b68a08_original_jpg.rf.70485122ae5e466122172033c158be1d.jpg
"Cystechinus giganteus observed at 1504.5m, exhibiting solitary distribution on a sandy substrate with sparse rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/28dec2b8-78ea-4fe0-ad8f-9930acf053f4_original_jpg.rf.59c980eba3080232e95247d5622a2961.jpg
Bathyraja spinosissima observed foraging near rocky substrate at a depth of 1550.3 meters.,src/data/Fathomnet-by-Phylum-2/train/images/520afa30-41c9-4f68-8a8b-abb61544b922_original_jpg.rf.2bf12ee2f30db160d1584f6f48486b83.jpg
"Ceriantharia observed at 1515.89m, exhibiting solitary behavior on the seafloor with no visible interactions or clustering with other organisms.",src/data/Fathomnet-by-Phylum-2/train/images/e09975fa-2221-4bc3-8fc5-e04cbe98dca3_original_jpg.rf.2ce9eddbadb48701961b79e771429c0e.jpg
"Coryphaenoides acrolepis is observed swimming near rocky substrate at a depth of 2195 meters, indicating a benthic habitat association.",src/data/Fathomnet-by-Phylum-2/train/images/aa1f4685-66d1-47ab-9e86-5f8a4011dd40_original_jpg.rf.509da5637c1bf12fe2c652e4c58524e5.jpg
"Octocorallia, Pannychia, and Tunicata are observed in a sparse community arrangement on the seafloor at 2305.7 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/63a1de4f-0fa5-438d-b9c8-2ed5bfc7a67c_original_jpg.rf.9bf901675bd943c881e99c3185b7da55.jpg
"A Coryphaenoides is observed swimming above a rocky substrate at a depth of 2402 meters, indicating a solitary foraging behavior.",src/data/Fathomnet-by-Phylum-2/train/images/49ab0849-5b50-416e-8352-a8974bd672f2_original_jpg.rf.b7a180c052aa4e436b73eac6ed4adbb8.jpg
"Chrysogorgia exhibits solitary growth on rocky substrate at 2448.9 meters, contributing to the diverse benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/06bd1304-4450-4eca-bc8a-8329365da0c4_original_jpg.rf.0613a84551d717291d0d314a0a06497c.jpg
"Chrysogorgia pinnata is observed in a solitary arrangement, surrounded by sediment and rocky substrate at a depth of 2280 meters.",src/data/Fathomnet-by-Phylum-2/train/images/ced793e4-1030-4df0-852c-affeb09c5134_original_jpg.rf.9249f7b617af1bbf79760d016ac3a745.jpg
"Synallactes observed foraging on the rocky substrate at a depth of 2248.32 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/26586708-a08b-4a6b-bd31-0251627c918c_original_jpg.rf.eaa1b9e062f22120d4e59501bb91f297.jpg
"A single Hymenaster is observed on the seafloor, indicating a sparse distribution in this deep-sea community.",src/data/Fathomnet-by-Phylum-2/train/images/0c448dd3-51bb-478c-b1db-a8ac617cf7b5_original_jpg.rf.5b00e13d13b29d36a1f04a78cd90a766.jpg
"Comatulida and Synallactes observed on rocky substrate at 2295.46m, indicating a diverse benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/b943bef6-2e8d-4766-b70f-df3e5f174e10_original_jpg.rf.5036ceff63e8e1308f6963f0adbfac32.jpg
Antimora microlepis is observed foraging alone over a sandy substrate at a depth of 1500.88 meters.,src/data/Fathomnet-by-Phylum-2/train/images/c1211b39-af32-4ce0-8629-b9f237b8266b_original_jpg.rf.6fa77c527c43e5c2dfc288e1931d0e3f.jpg
"Euplectellidae observed in a sparse rocky substrate, exhibiting solitary distribution amidst scattered boulders at a depth of 1963.81 meters.",src/data/Fathomnet-by-Phylum-2/train/images/36370f40-aca6-4e54-bf2f-d9e9392f47e6_original_jpg.rf.45860d016294f8977688eff4c9ec4865.jpg
Pannychia moseleyi is observed foraging among rocky substrates at a depth of 1510.7 meters.,src/data/Fathomnet-by-Phylum-2/train/images/987cbdba-d97e-4a7c-91bf-637ad5b5af80_original_jpg.rf.f85137d4c9b20234ff4ae91121202a6c.jpg
"Cystechinus giganteus observed at 1504.5m, exhibiting solitary distribution on a sandy substrate with sparse rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/28dec2b8-78ea-4fe0-ad8f-9930acf053f4_original_jpg.rf.a11fb9be673f231418b31c1efedd388a.jpg
A single Munnopsidae is observed foraging on the rocky substrate at a depth of 2354.96 m.,src/data/Fathomnet-by-Phylum-2/train/images/83e999b6-80aa-48ce-8794-72cb7643f3c9_original_jpg.rf.f772d4c0c9942e2b8ba4aac3b719ef77.jpg
"Chrysogorgia exhibits solitary growth on rocky substrate at 2448.9 meters, contributing to the diverse benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/06bd1304-4450-4eca-bc8a-8329365da0c4_original_jpg.rf.cb896b7d3ee56f6e5e96e1fd48a9f0d2.jpg
"Coryphaenoides observed foraging alone at a depth of 2483.9 meters, amidst a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/31a87b5f-45ce-43ef-bab4-b348eba09f33_original_jpg.rf.707acdb974578fbae994c87b99956d7e.jpg
"Coryphaenoides observed foraging near rocky substrate at a depth of 1442.47 m, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/3e01dbd5-ff56-4996-bf65-b0b72e196f11_original_jpg.rf.b08fe1fe3a504a295a4e1a687e5bae38.jpg
"Pannychia observed resting on rocky substrate at depth, indicating a potential association with hard-bottom habitats.",src/data/Fathomnet-by-Phylum-2/train/images/d1d7c795-cc3b-4059-99a3-f1a7256bbcc1_original_jpg.rf.1c33917eac93270314df39924e5c296a.jpg
"Macrouridae observed foraging among rocky substrate at a depth of 2366.58 meters, indicating a benthic community structure.",src/data/Fathomnet-by-Phylum-2/train/images/a30c7c5d-a56c-4a1e-a19f-e77a53819f07_original_jpg.rf.ff23045a61bbd8d343419e4607f94d47.jpg
Two Synallactes are observed foraging in close proximity on the seafloor at a depth of 2306.2 meters.,src/data/Fathomnet-by-Phylum-2/train/images/55dd270f-6fc2-434d-9745-c8bad851eb67_original_jpg.rf.6996030add654d457418ab02610953b5.jpg
"A manipulator interacts with the substrate, revealing a community of sessile organisms clustered around rocky formations at 2260 meters depth.",src/data/Fathomnet-by-Phylum-2/train/images/0fca4ae6-3c42-40d8-9d15-b7740fbaca16_original_jpg.rf.547155bbe6da67e2e06bce11027505d0.jpg
"Zoantharia exhibit clustering behavior on rocky substrate at a depth of 2429.78 m, indicating a dense community structure.",src/data/Fathomnet-by-Phylum-2/train/images/127683e5-b4af-4f77-a031-5c57b9bd06c8_original_jpg.rf.44d516f178d82411c57813335ee44582.jpg
Bathyraja spinosissima is observed foraging near rocky substrate at a depth of 2059 meters.,src/data/Fathomnet-by-Phylum-2/train/images/73503d24-2ba6-4369-be9f-58b4f447506c_original_jpg.rf.8922bc8b4ae2f9c1a35071bbe1c25797.jpg
"A Psychrolutes phrictus is observed resting among rocky substrate at a depth of 1557.99 meters, indicating a benthic habitat preference.",src/data/Fathomnet-by-Phylum-2/train/images/84f4181e-0d5c-490a-902d-2d4e9d28999d_original_jpg.rf.7ab65b5ec79d2cd527c06062349619bb.jpg
"A solitary Pteraster is observed on a rocky substrate at 2036.5m depth, indicating a sparse community structure.",src/data/Fathomnet-by-Phylum-2/train/images/d5cbfffd-8a95-4761-a8a6-efdb74f5d2c6_original_jpg.rf.63d35aab3386f12d4f2640e7420b0d58.jpg
